rate_type,item_code,description,specification,unit,material_rate_usd,labor_rate_usd,expense_rate_usd,total_rate_usd,source_price_candidates,source_pages,source_note,material_formula,labor_formula,expense_formula,total_formula,source_sheet,source_row,source_file,source_sha256
복합일위대가,4482204864700D2772960003098B7,Thick 9.5 suspended Gypsum Board 2Ply with Vinyl Paint on M-Bar System,,M2,16.0,0.0,0.0,16.0,,,,=일위대가!F234,=일위대가!H234,=일위대가!J234,=E52+F52+G52,일위대가목록,52,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,4482204864700D277296000309B0B,Thick 9.5 suspended Gypsum Board 2Ply with Anti-bacterial Paint on M-Bar System,,M2,13.0,0.0,0.0,13.0,,,,=일위대가!F238,=일위대가!H238,=일위대가!J238,=E53+F53+G53,일위대가목록,53,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,4482254042708488C255237AA3726,"Steel Frame, Thicknes of 1.2mm with Enamel Paint",60*200,M,5.91,11.64,0.43,17.98,,,,=일위대가!F249,=일위대가!H249,=일위대가!J249,=E54+F54+G54,일위대가목록,54,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,4482254042708488C255237AA30F6,"Steel Frame, Thicknes of 1.2mm with Enamel Paint",300*300,M,7.69,15.19,0.56,23.439999999999998,,,,=일위대가!F260,=일위대가!H260,=일위대가!J260,=E55+F55+G55,일위대가목록,55,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,4482254042708488C255237AA319D,"Steel Frame, Thicknes of 1.6mm with Enamel Paint",500*300,M,14.97,32.37,1.23,48.56999999999999,,,,=일위대가!F271,=일위대가!H271,=일위대가!J271,=E56+F56+G56,일위대가목록,56,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,44822048E975DE1D9278198E7A89C,"AL moulding W-type,15*15*15*15*1.0mm",,M,2.23,2.57,0.0,4.8,,,,=일위대가!F277,=일위대가!H277,=일위대가!J277,=E57+F57+G57,일위대가목록,57,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,44822048E975DE1D9278198E7AB50,"AL moulding Round-type, 50*50*1.3mm",,M,2.4,2.57,0.0,4.97,,,,=일위대가!F283,=일위대가!H283,=일위대가!J283,=E58+F58+G58,일위대가목록,58,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,4482284B7870782B32642A2276CCE,Tile Corner Guard,Stainless Steel 1.2t*30*30(Caulking 5*5),M,4.13,6.57,0.17,10.87,,,,=일위대가!F293,=일위대가!H293,=일위대가!J293,=E59+F59+G59,일위대가목록,59,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,44822540B573CE783226E40F9A622,"Supply and SST Cat Ladder in Roof, 400mm x 5000mm high",,EA,114.4,53.05,2.15,169.6,,,,=일위대가!F297,=일위대가!H297,=일위대가!J297,=E60+F60+G60,일위대가목록,60,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,44822540B573CE783226E40F9A474,Supply and fixed of SST Ladder in E.V pit,400mm x 3.15m high,EA,72.08,33.43,1.36,106.86999999999999,,,,=일위대가!F301,=일위대가!H301,=일위대가!J301,=E61+F61+G61,일위대가목록,61,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,44822540A47860F2421589785981A,HR-1,,M,80.13,38.64,0.3,119.07,,,,=일위대가!F312,=일위대가!H312,=일위대가!J312,=E62+F62+G62,일위대가목록,62,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,44822540A47860F24215897859BEE,HR-2,,M,58.34,115.97,5.15,179.46,,,,=일위대가!F318,=일위대가!H318,=일위대가!J318,=E63+F63+G63,일위대가목록,63,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,44822540A47860F24215897859AC7,HR-3,,M,44.72,90.18,3.97,138.87,,,,=일위대가!F324,=일위대가!H324,=일위대가!J324,=E64+F64+G64,일위대가목록,64,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,44822540A47860F24215897859D9C,HR-4,,M,16.95,19.13,0.9,36.98,,,,=일위대가!F333,=일위대가!H333,=일위대가!J333,=E65+F65+G65,일위대가목록,65,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,44822540A47860F24215897859CF5,HR-5,,M,17.29,9.06,0.22,26.57,,,,=일위대가!F342,=일위대가!H342,=일위대가!J342,=E66+F66+G66,일위대가목록,66,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,44822540A47860F24215897859F49,HR-6,,M,58.34,115.97,5.15,179.46,,,,=일위대가!F348,=일위대가!H348,=일위대가!J348,=E67+F67+G67,일위대가목록,67,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,44822540D17E8D4602588173AE071,"Supply and fixed of Wiremesh On Floor, #8-150*150",,M2,6.0,0.0,0.0,6.0,,,,=일위대가!F352,=일위대가!H352,=일위대가!J352,=E68+F68+G68,일위대가목록,68,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,44822540E277AD1B92F0277963016,Supply and fixed of Steel cover,T4.5 STL CHECKERED PL 1000*1000,EA,53.85,105.12,4.39,163.35999999999999,,,,=일위대가!F365,=일위대가!H365,=일위대가!J365,=E69+F69+G69,일위대가목록,69,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,44822540E2707C9F62530C63082EE,Open Trench,"TWO SIDE, L-25*25*3t Galvanized",M,2.92,5.08,0.26,8.26,,,,=일위대가!F375,=일위대가!H375,=일위대가!J375,=E70+F70+G70,일위대가목록,70,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,4482254042708488C255237DA7814,"P.V.D.F coated Aluminum Sheet, Thicknes of 0.7mm",,M2,159.67,0.0,0.0,159.67,,,,=일위대가!F379,=일위대가!H379,=일위대가!J379,=E71+F71+G71,일위대가목록,71,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,4482254042708488C255237DA793B,AL SHEET FLASHING,100*400,M,113.37,0.0,0.0,113.37,,,,=일위대가!F383,=일위대가!H383,=일위대가!J383,=E72+F72+G72,일위대가목록,72,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,4482254042708488C255237DA7AC2,AL SHEET FLASHING,100*300,M,86.23,0.0,0.0,86.23,,,,=일위대가!F387,=일위대가!H387,=일위대가!J387,=E73+F73+G73,일위대가목록,73,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,4482254042708488C255237DA7BE9,AL SHEET FLASHING,100*520,M,132.53,0.0,0.0,132.53,,,,=일위대가!F391,=일위대가!H391,=일위대가!J391,=E74+F74+G74,일위대가목록,74,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,4482254042708488C255237DA7C8F,AL SHEET FLASHING,100*650,M,143.71,0.0,0.0,143.71,,,,=일위대가!F395,=일위대가!H395,=일위대가!J395,=E75+F75+G75,일위대가목록,75,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,4482254042708488C255237DA7D96,AL MOULDING,W=50,M,19.17,0.0,0.0,19.17,,,,=일위대가!F399,=일위대가!H399,=일위대가!J399,=E76+F76+G76,일위대가목록,76,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,4482254042750415127D43074ABFE,"Supply and fixed of Parapet Ring(for cleaning), SST, D100*19t",,no,8.05,4.39,0.18,12.620000000000001,,,,=일위대가!F406,=일위대가!H406,=일위대가!J406,=E77+F77+G77,일위대가목록,77,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,448225404275053C32FA817ED1475,Supply and fixed of Elevator hook,Ø100*22t STL,EA,0.78,1.74,0.07,2.59,,,,=일위대가!F416,=일위대가!H416,=일위대가!J416,=E78+F78+G78,일위대가목록,78,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,448220480378444AE2DDFBB1E17A4,Stainless steel material separator,"FLOOR, W45*H20*1.5t",M,5.26,5.85,0.29,11.399999999999999,,,,=일위대가!F426,=일위대가!H426,=일위대가!J426,=E79+F79+G79,일위대가목록,79,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,448220480378444AE2DDFBB1E169E,Stainless steel material separator,"FLOOR, W20*H20*2.0t",M,3.89,4.22,0.21,8.32,,,,=일위대가!F436,=일위대가!H436,=일위대가!J436,=E80+F80+G80,일위대가목록,80,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,44822048FB7FB9F1222D3F8F96C2D,Curtain box(type-ㄷ),"150mm x 150mm x Thick 1.2mm, Stl plate frame,with Paint",M,6.17,12.27,0.48,18.919999999999998,,,,=일위대가!F447,=일위대가!H447,=일위대가!J447,=E81+F81+G81,일위대가목록,81,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,4482284BC0735B256231C4073E69B,"Mortar, W/Plastering 20mm thick on concrete Ceiling",,M2,1.05,0.0,0.0,1.05,,,,=일위대가!F451,=일위대가!H451,=일위대가!J451,=E82+F82+G82,일위대가목록,82,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,4482284BC0735B256231C550138F1,"Mortar, W/Plastering 9mm thick on concrete walls",,M2,0.63,0.0,0.0,0.63,,,,=일위대가!F455,=일위대가!H455,=일위대가!J455,=E83+F83+G83,일위대가목록,83,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,4482284BC0735B256231C547A6415,"Mortar, W/Plastering 20mm thick on concrete walls",,M2,14.0,0.0,0.0,14.0,,,,=일위대가!F459,=일위대가!H459,=일위대가!J459,=E84+F84+G84,일위대가목록,84,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,4482284BC0735979B2D256C17F168,20mm thick on concrete to receive receive tile finish,,M2,1.4,0.0,0.0,1.4,,,,=일위대가!F463,=일위대가!H463,=일위대가!J463,=E85+F85+G85,일위대가목록,85,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,4482284BC0735979B2D250AFDAC78,50mm thick on concrete to receive receive tile finish,,M2,3.5,0.0,0.0,3.5,,,,=일위대가!F467,=일위대가!H467,=일위대가!J467,=E86+F86+G86,일위대가목록,86,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,4482284BC0735979B2D250AFDAC7D,55mm thick on concrete to receive receive tile finish,,M2,3.85,0.0,0.0,3.85,,,,=일위대가!F471,=일위대가!H471,=일위대가!J471,=E87+F87+G87,일위대가목록,87,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,4482284BC0735979B2D250AFDAC7B,"Mortar, W/Plastering 60mm thick on concrete floors",,M2,4.2,0.0,0.0,4.2,,,,=일위대가!F475,=일위대가!H475,=일위대가!J475,=E88+F88+G88,일위대가목록,88,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,4482284BC0735979B2D250AFDAC7A,"Mortar, W/Plastering 15mm thick on concrete ceiling",,M2,1.05,0.0,0.0,1.05,,,,=일위대가!F479,=일위대가!H479,=일위대가!J479,=E89+F89+G89,일위대가목록,89,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,4482284BC0735979B2D256C143E89,"Resin Mortar, W/Plastering 5mm thick on concrete floors",,M2,7.15,0.0,0.0,7.15,,,,=일위대가!F483,=일위대가!H483,=일위대가!J483,=E90+F90+G90,일위대가목록,90,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,4482284BC070874912CC359D94171,CONCRETE SURFACE TREATMENT,WALL,M2,3.0,0.0,0.0,3.0,,,,=일위대가!F487,=일위대가!H487,=일위대가!J487,=E91+F91+G91,일위대가목록,91,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,4482284BC070874912CC359D94218,CONCRETE SURFACE TREATMENT,CEILING,M2,3.0,0.0,0.0,3.0,,,,=일위대가!F491,=일위대가!H491,=일위대가!J491,=E92+F92+G92,일위대가목록,92,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
