audit_no,dataset_id,project_no,bid_no,bid_base_no,package_id,notice_date,country_ko,stored_country_ko,title,stored_contract_type,scope_role,facility_type,work_type,notice_ceiling_usd,notice_ceiling_krw_raw,notice_ceiling_usd_raw,selected_area_m2,area_semantics,area_aggregation,area_confidence,area_source_file,area_source_locator,area_quote,area_candidates,selected_construction_cost_usd,amount_stage,amount_scope,tax_basis,contingency_note,amount_source_file,amount_source_locator,amount_quote,amount_confidence,record_cost_semantics,record_scope_status,same_scope_status,screening_unit_usd_m2,notice_ceiling_to_selected_gap_pct,realized_price_available,final_grade,compact_grade,verification_level,grade_detail,manual_note,legacy_reviewed_case,legacy_evidence_grade,legacy_cost_stage,legacy_grade_not_inherited,strict_attachment_review,unit_cost_allowed_use,direct_future_estimate_ready,sample_weight_notice,source_url,grade_system_version,audit_date,indexed_attachment_count,spreadsheet_count,boq_named_file_count,quantity_table_file_count,priced_table_file_count,scan_error_file_count,is_bid_base_representative,is_project_display_representative
133,2021-2025,2023-00052,L2024-00079-1,L2024-00079,2023-00052::L2024-00079,2024-12-23,네팔,네팔,네팔 포카라시 리사이클/업사이클 플랫폼 및 친환경 시범마을 구축을 통한 녹색일자리 창출사업(23~29/980만불) 시공업체 선정,공사,WORKS,기타·미분류,미분류,3534542.0,"\ 4,594,904,600","$ 3,534,542 (환율 : 1300)",4996.62,GFA,SINGLE_OR_TOTAL,MANUAL_CURATED,L2024-00079-1/2. 포카라시 녹색일자리 창출사업 시공사 선정 BID DOCUMENTS(영문)_241217.docx,표 5 행 8,"총연면적 4,996.62㎡(지하 1층 포함); 첨부 추정가격 USD 3,446,170(약 USD 690/㎡), 상세페이지 집행한도 USD 3,534,542(약 USD 707/㎡); VAT 제외.",4996.62:GFA,3534542.0,NOTICE_EXECUTION_CEILING,BUILDING_WORKS_OR_CURATED_CONSTRUCTION_BUDGET,SEE_SOURCE,"산업시설·지하 1층 포함; 첨부 추정가격 USD 3,446,170과 상세페이지 집행한도 USD 3,534,542가 상이; VAT 제외",L2024-00079-1/2. 포카라시 녹색일자리 창출사업 시공사 선정 BID DOCUMENTS(영문)_241217.docx,표 5 행 8,"총연면적 4,996.62㎡(지하 1층 포함); 첨부 추정가격 USD 3,446,170(약 USD 690/㎡), 상세페이지 집행한도 USD 3,534,542(약 USD 707/㎡); VAT 제외.",MANUAL_CURATED,WORKS_CEILING,MATCH,MATCH,707.3865933370959,,NO,C,C,V3_CURATED_AREA_COST_RECHECK,동일/제한 범위 공사금액÷면적 스크리닝 근거,,1,A,공사 입찰 집행한도,YES,0,초기 스크리닝만,0,1,https://nebid.koica.go.kr/oep/lobi/localBidManageDetail.do?P_LOAZ_BID_PBLANC_NO=L2024-00079&P_PBLANC_ODR=1,KOICA-AREA-COST-READINESS-2.0,2026-08-01,1,0,0,0,0,0,1,1
134,2021-2025,2022-00079,L2025-00002-1,L2025-00002,2022-00079::L2025-00002,2025-01-10,인도네시아,인도네시아,인도네시아 사이버보안 훈련센터 신축공사 시공사 선정,공사,WORKS,산업·직업훈련시설,신축,2361000.0,,"$ 2,361,000",2457.53,GFA,SINGLE_OR_TOTAL,MANUAL_CURATED,L2025-00002-1/Section 2 - Bid Data Sheet_Final.docx,표 4 행 8,"총연면적 2,457.53㎡; 상세페이지 집행한도 USD 2,361,000; 산출단가 USD 961/㎡.",2457.53:GFA;2457.53:GFA;929.58:BUILDING_OR_CONSTRUCTION_AREA;929.58:BUILDING_OR_CONSTRUCTION_AREA;2571:SITE_AREA,2361000.0,NOTICE_EXECUTION_CEILING,BUILDING_WORKS_OR_CURATED_CONSTRUCTION_BUDGET,SEE_SOURCE,,L2025-00002-1/Section 2 - Bid Data Sheet_Final.docx,표 4 행 8,"총연면적 2,457.53㎡; 상세페이지 집행한도 USD 2,361,000; 산출단가 USD 961/㎡.",MANUAL_CURATED,WORKS_CEILING,MATCH,MATCH,960.7207236534243,,NO,C,C,V3_CURATED_AREA_COST_RECHECK,동일/제한 범위 공사금액÷면적 스크리닝 근거,,1,A,공사 입찰 집행한도,YES,0,초기 스크리닝만,0,1,https://nebid.koica.go.kr/oep/lobi/localBidManageDetail.do?P_LOAZ_BID_PBLANC_NO=L2025-00002&P_PBLANC_ODR=1,KOICA-AREA-COST-READINESS-2.0,2026-08-01,12,0,0,0,0,0,1,1
135,2021-2025,2021-00126,L2025-00008-1,L2025-00008,2021-00126::L2025-00008,2025-02-14,케냐,케냐,케냐 카지아도주 보건시스템 강화를 위한 모성 및 신생아 보건 개선사업 시공,공사,WORKS,기타·미분류,미분류,555810.0,,"$ 555,810",404.94,GFA,SINGLE_OR_TOTAL,MANUAL_CURATED,L2025-00008-1/Tender document full set_Kajiado_0219 rev/Section 2 - Bid Data Sheet (eng)_0219.docx,표 4 행 8,"총연면적 404.94㎡; 상세페이지 집행한도 USD 555,810; 산출단가 USD 1,373/㎡.",134.98:GFA;404.94:GFA;404.94:BUILDING_OR_CONSTRUCTION_AREA;106.8:BUILDING_OR_CONSTRUCTION_AREA;16.1:BUILDING_OR_CONSTRUCTION_AREA;12.08:BUILDING_OR_CONSTRUCTION_AREA,555810.0,NOTICE_EXECUTION_CEILING,BUILDING_WORKS_OR_CURATED_CONSTRUCTION_BUDGET,SEE_SOURCE,,L2025-00008-1/Tender document full set_Kajiado_0219 rev/Section 2 - Bid Data Sheet (eng)_0219.docx,표 4 행 8,"총연면적 404.94㎡; 상세페이지 집행한도 USD 555,810; 산출단가 USD 1,373/㎡.",MANUAL_CURATED,WORKS_CEILING,MATCH,MATCH,1372.573714624389,,NO,C,C,V3_CURATED_AREA_COST_RECHECK,동일/제한 범위 공사금액÷면적 스크리닝 근거,,1,A,공사 입찰 집행한도,YES,0,초기 스크리닝만,0,1,https://nebid.koica.go.kr/oep/lobi/localBidManageDetail.do?P_LOAZ_BID_PBLANC_NO=L2025-00008&P_PBLANC_ODR=1,KOICA-AREA-COST-READINESS-2.0,2026-08-01,12,0,0,0,0,0,1,1
136,2021-2025,2020-00024,L2025-00019-1,L2025-00019,2020-00024::L2025-00019,2025-02-25,가나,가나,"가나 관개지구 공사(아베이만, 아세이만 관개시설 토목공사 및 태양광,양수장 설치 공사)",공사,NONBUILDING_OR_FALSE_AREA,농업시설,리모델링·개보수,2028932.0,"\ 2,799,926,160","$ 2,028,932 (환율 : 1380)",,AMBIGUOUS_OR_WORK_ITEM,NOT_APPLICABLE,MANUAL_REJECTED,L2025-00019-1/3. 입찰 관련 자료/3. 입찰 관련 자료/5-1. 시방서_아샤이만.pdf,페이지 246,도장 샘플 면적과 소화기 이동거리 OCR값이며 관개공사 GFA가 아님,20:AMBIGUOUS_AREA;20:AMBIGUOUS_AREA;9.2:WORK_ITEM_AREA;9.2:WORK_ITEM_AREA,,SERVICE_OR_GOODS_CEILING,NONBUILDING_OR_FALSE_AREA,NOT_APPLICABLE,,KOICA 입찰 상세페이지,집행한도금액(달러),,SCOPE_REJECTED,WORKS_CEILING,NO_MATCH,NO_MATCH,,,NO,X,X,V3_SCOPE_REVIEW,물품·비건축 또는 GFA 오탐으로 건축공사비 표본 제외,도장 샘플 면적과 소화기 이동거리 OCR값이며 관개공사 GFA가 아님,0,,,,0,계산 금지,0,0,https://nebid.koica.go.kr/oep/lobi/localBidManageDetail.do?P_LOAZ_BID_PBLANC_NO=L2025-00019&P_PBLANC_ODR=1,KOICA-AREA-COST-READINESS-2.0,2026-08-01,15,2,2,2,0,0,1,1
137,2021-2025,2013-00064,L2025-00012-1,L2025-00012,2013-00064::L2025-00012,2025-02-28,볼리비아,볼리비아,볼리비아 고원 지역 농업 기계화 및 농민역량 강화를 통한 생산성 증대 사업 퀴노아 연구센터 차칼라 건립 공사 시공사 선정 현지 입찰,공사,WORKS,농업시설,신축,98954.0,,"$ 98,954",1000.0,GFA,AUTO_SELECTED_SINGLE_OR_TOTAL,AUTO_HIGH,L2025-00012-1/(붙임2) 입찰 관련 부속서류/Q-Lab_Chacala_Bidding Doc/Attachment02_KOICA Bidding Regulations and Guidelines/Attachment 5. KOICA Safety Management Manual(ENG).pdf,페이지 6,"ruction Technology Promotion Act. 1) Projects containing constructions with a budget of USD 1 million or more or with a gross floor area of 1,000 m² or more 2) Construction projects other than those in Paragraph 1 abov",1000:GFA;87.22:GFA;87.22:GFA;87.22:GFA;50:AMBIGUOUS_AREA;868.59:SITE_AREA;868.59:SITE_AREA;868.59:SITE_AREA;1:WORK_ITEM_AREA;1:WORK_ITEM_AREA;0.1:WORK_ITEM_AREA;0.1:WORK_ITEM_AREA,98954.0,NOTICE_EXECUTION_CEILING,PROCUREMENT_CEILING_ASSUMED_WORKS,UNKNOWN,,KOICA 입찰 상세페이지,집행한도금액(달러),,METADATA_PLUS_SCOPE_REVIEW,WORKS_CEILING,MATCH,MATCH,98.954,,NO,B,B,V3_ORIGINAL_MANUAL,건축·구조·전기·위생·조경 blank BOQ 수동검증,,0,,,,1,현지단가 결합 수량모델,0,0,https://nebid.koica.go.kr/oep/lobi/localBidManageDetail.do?P_LOAZ_BID_PBLANC_NO=L2025-00012&P_PBLANC_ODR=1,KOICA-AREA-COST-READINESS-2.0,2026-08-01,57,6,0,3,0,0,0,0
138,2021-2025,2020-00070,L2025-00007-1,L2025-00007,2020-00070::L2025-00007,2025-03-03,도미니카,도미니카,도미니카공화국 몬테 크리스티 직업훈련센터 (MVC) 감리사 선정,용역,DESIGN_OR_SUPERVISION_SERVICE,학교·교육시설,신축,83100.0,,"$ 83,100",936.2,GFA,AUTO_SELECTED_SINGLE_OR_TOTAL,AUTO_HIGH,L2025-00007-1/붙임 1. 입찰 계획서(국문).hwp,문단 82,ㅇ 연면적: 936.2㎡,936.2:GFA;936.2:GFA;840:AMBIGUOUS_AREA;2282.82:SITE_AREA;2282.82:SITE_AREA;840:QUALIFICATION;840:QUALIFICATION;840:QUALIFICATION;840:QUALIFICATION;840:QUALIFICATION;840:QUALIFICATION;840:QUALIFICATION,,SERVICE_OR_GOODS_CEILING,DESIGN_OR_SUPERVISION_SERVICE,NOT_APPLICABLE,,KOICA 입찰 상세페이지,집행한도금액(달러),,SCOPE_REJECTED,SERVICE_FEE_OR_MIXED,NO_MATCH,NO_MATCH,,,NO,X,X,V3_SCOPE_REVIEW,설계·감리·기타 용역 집행한도는 건축공사비가 아님,,0,,,,0,계산 금지,0,0,https://nebid.koica.go.kr/oep/lobi/localBidManageDetail.do?P_LOAZ_BID_PBLANC_NO=L2025-00007&P_PBLANC_ODR=1,KOICA-AREA-COST-READINESS-2.0,2026-08-01,10,0,0,0,0,0,0,0
139,2021-2025,2017-14639,L2025-00009-1,L2025-00009,2017-14639::L2025-00009,2025-03-03,페루,페루,페루 제3 한·페 의료센터 건립사업 리모델링 설계용역 입찰,용역,DESIGN_OR_SUPERVISION_SERVICE,병원,리모델링·개보수,130000.0,,"$ 130,000",1656.9,GFA,AUTO_SELECTED_SINGLE_OR_TOTAL,AUTO_HIGH,L2025-00009-1/(붙임3) 입찰제반서류_공고문/Section 4 - Terms of Reference (TOR)_Peru San Juan Health Center_250303.docx,문단 25,"Gross floor area: 1,656.90 ㎡",1656.9:GFA;1656.9:BUILDING_OR_CONSTRUCTION_AREA;1656.9:BUILDING_OR_CONSTRUCTION_AREA;2709.96:SITE_AREA;2709.96:SITE_AREA;2709.96:SITE_AREA;2709.96:SITE_AREA;1656.9:SITE_AREA,,SERVICE_OR_GOODS_CEILING,DESIGN_OR_SUPERVISION_SERVICE,NOT_APPLICABLE,,KOICA 입찰 상세페이지,집행한도금액(달러),,SCOPE_REJECTED,SERVICE_FEE_OR_MIXED,NO_MATCH,NO_MATCH,,,NO,X,X,V3_SCOPE_REVIEW,설계·감리·기타 용역 집행한도는 건축공사비가 아님,,0,,,,0,계산 금지,0,0,https://nebid.koica.go.kr/oep/lobi/localBidManageDetail.do?P_LOAZ_BID_PBLANC_NO=L2025-00009&P_PBLANC_ODR=1,KOICA-AREA-COST-READINESS-2.0,2026-08-01,16,0,0,0,0,0,1,0
140,2021-2025,2022-00598,L2025-00011-1,L2025-00011,2022-00598::L2025-00011,2025-03-08,파키스탄,파키스탄,파키스탄 국립섬유대학 산업용 섬유센터 설립사업 2차사업 공사,공사,WORKS,산업·직업훈련시설,미분류,1964270.0,,"$ 1,964,270",1000.0,GFA,AUTO_SELECTED_SINGLE_OR_TOTAL,AUTO_HIGH,L2025-00011-1/2. 영문 입찰서류(수정)/Section 8.1 - KOICA Safety Management Manual(ENG).pdf,페이지 6,"ruction Technology Promotion Act. 1) Projects containing constructions with a budget of USD 1 million or more or with a gross floor area of 1,000 m² or more 2) Construction projects other than those in Paragraph 1 abov",1000:GFA;1000:GFA;2554:GFA;2554:GFA;1980:BUILDING_OR_CONSTRUCTION_AREA;1980:BUILDING_OR_CONSTRUCTION_AREA,1964270.0,NOTICE_EXECUTION_CEILING,PROCUREMENT_CEILING_ASSUMED_WORKS,UNKNOWN,,KOICA 입찰 상세페이지,집행한도금액(달러),,METADATA_PLUS_SCOPE_REVIEW,WORKS_CEILING,MATCH,MATCH,1964.27,,NO,C?,C?,V2R_HUMAN_REVIEWED_EXTRACTION,범위 일치 잠정확인; 원본 V3 확인 전 직접 사용 금지,,0,,,,0,초기 스크리닝만,0,0,https://nebid.koica.go.kr/oep/lobi/localBidManageDetail.do?P_LOAZ_BID_PBLANC_NO=L2025-00011&P_PBLANC_ODR=1,KOICA-AREA-COST-READINESS-2.0,2026-08-01,34,0,0,0,0,0,1,0
141,2021-2025,2022-00598,L2025-00014-1,L2025-00014,2022-00598::L2025-00014,2025-03-15,파키스탄,파키스탄,파키스탄 국립섬유대학 산업용 섬유센터 설립사업 2차사업 감리용역,용역,DESIGN_OR_SUPERVISION_SERVICE,산업·직업훈련시설,미분류,60000.0,"\ 82,800,000","$ 60,000 (환율 : 1380)",2554.0,GFA,AUTO_SELECTED_SINGLE_OR_TOTAL,AUTO_HIGH,L2025-00014-1/Section 8-Special Conditions of Contract-게시.docx,표 1 행 2,", Faisalabad * Construction Supervision Service : -Building :2 Main Buildings (Academic, Laboratory) and ther annexes. - Total Floor Area : 2,554 M2",2554:GFA;2554:GFA;1980:BUILDING_OR_CONSTRUCTION_AREA,,SERVICE_OR_GOODS_CEILING,DESIGN_OR_SUPERVISION_SERVICE,NOT_APPLICABLE,,KOICA 입찰 상세페이지,집행한도금액(달러),,SCOPE_REJECTED,SERVICE_FEE_OR_MIXED,NO_MATCH,NO_MATCH,,,NO,X,X,V3_SCOPE_REVIEW,설계·감리·기타 용역 집행한도는 건축공사비가 아님,,0,,,,0,계산 금지,0,0,https://nebid.koica.go.kr/oep/lobi/localBidManageDetail.do?P_LOAZ_BID_PBLANC_NO=L2025-00014&P_PBLANC_ODR=1,KOICA-AREA-COST-READINESS-2.0,2026-08-01,16,1,1,1,0,0,1,0
142,2021-2025,2021-00016,L2025-00018-1,L2025-00018,2021-00016::L2025-00018,2025-04-02,가나,가나,가나대학교 한-가나 연구 및 ICT 혁신센터 건립사업 공사,공사,WORKS,학교·교육시설,신축,4333427.0,"\ 5,980,129,260","$ 4,333,427 (환율 : 1380)",2684.36,GFA,SINGLE_OR_TOTAL,MANUAL_CURATED,L2025-00018-1/1-2. Bid Data Sheet _영문.docx,표 4 행 8,"총연면적 2,684.36㎡; 상세페이지 집행한도 USD 4,333,427; 산출단가 USD 1,614/㎡.",4100:AMBIGUOUS_AREA;2684.36:AMBIGUOUS_AREA;940.41:AMBIGUOUS_AREA,4333427.0,NOTICE_EXECUTION_CEILING,BUILDING_WORKS_OR_CURATED_CONSTRUCTION_BUDGET,SEE_SOURCE,,L2025-00018-1/1-2. Bid Data Sheet _영문.docx,표 4 행 8,"총연면적 2,684.36㎡; 상세페이지 집행한도 USD 4,333,427; 산출단가 USD 1,614/㎡.",MANUAL_CURATED,WORKS_CEILING,MATCH,MATCH,1614.3240846980284,,NO,A,A,V3_ORIGINAL_MANUAL,가격 있는 설계 BOQ 수량·단가·금액 수동검증,,1,A,공사 입찰 집행한도,YES,1,품목·검증범위 산정,1,1,https://nebid.koica.go.kr/oep/lobi/localBidManageDetail.do?P_LOAZ_BID_PBLANC_NO=L2025-00018&P_PBLANC_ODR=1,KOICA-AREA-COST-READINESS-2.0,2026-08-01,4,1,0,1,1,0,1,1
143,2021-2025,2020-00048,L2025-00021-1,L2025-00021,2020-00048::L2025-00021,2025-04-02,세네갈,세네갈,세네갈 미곡가치사슬 2차사업 미곡종합처리장(RPC)/농기계 서비스센터 건축시공 감리용역 입찰,용역,DESIGN_OR_SUPERVISION_SERVICE,농업시설,신축,100000.0,"\ 138,000,000","$ 100,000 (환율 : 1380)",4951.0,GFA,AUTO_SELECTED_SINGLE_OR_TOTAL,AUTO_HIGH,L2025-00021-1/2. (세네갈) 입찰서류 일체/2. (세네갈) 입찰서류 일체/Section 2 - Bid Data Sheet (BDS)_최종수정(250321).docx,표 5 행 6,"- Gross floor area | 4,951 ㎡",4951:GFA;20000:AMBIGUOUS_AREA;4951:AMBIGUOUS_AREA;20000:SITE_AREA,,SERVICE_OR_GOODS_CEILING,DESIGN_OR_SUPERVISION_SERVICE,NOT_APPLICABLE,,KOICA 입찰 상세페이지,집행한도금액(달러),,SCOPE_REJECTED,SERVICE_FEE_OR_MIXED,NO_MATCH,NO_MATCH,,,NO,X,X,V3_SCOPE_REVIEW,설계·감리·기타 용역 집행한도는 건축공사비가 아님,,0,,,,0,계산 금지,0,0,https://nebid.koica.go.kr/oep/lobi/localBidManageDetail.do?P_LOAZ_BID_PBLANC_NO=L2025-00021&P_PBLANC_ODR=1,KOICA-AREA-COST-READINESS-2.0,2026-08-01,18,0,0,0,0,0,1,0
144,2021-2025,2018-56501,L2025-00016-1,L2025-00016,2018-56501::L2025-00016,2025-04-09,모잠비크,모잠비크,모잠비크 마톨라 산업학교 역량강화사업 사후지원 보수 공사,공사,WORKS,학교·교육시설,리모델링·개보수,230586.0,"\ 338,961,420","$ 230,586 (환율 : 1470)",15500.0,GFA,AUTO_SELECTED_SINGLE_OR_TOTAL,AUTO_HIGH,L2025-00016-1/Section 2 - Bid Data Sheet (eng).docx,표 4 행 8,"- Gross floor area | App. 15,500m2",15500:GFA;7030:BUILDING_OR_CONSTRUCTION_AREA;5480:BUILDING_OR_CONSTRUCTION_AREA,230586.0,NOTICE_EXECUTION_CEILING,PROCUREMENT_CEILING_ASSUMED_WORKS,UNKNOWN,,KOICA 입찰 상세페이지,집행한도금액(달러),,METADATA_PLUS_SCOPE_REVIEW,WORKS_CEILING,PARTIAL_SCOPE,PARTIAL_SCOPE,14.876516129032257,,NO,C?-부분,C?,V2R_HUMAN_REVIEWED_EXTRACTION,범위 일치 잠정확인; 원본 V3 확인 전 직접 사용 금지,"캠퍼스 GFA 15,500㎡ 대비 공사는 조명·창살·경비실·지붕·화장실 일부 보수",0,,,,0,초기 스크리닝만,0,0,https://nebid.koica.go.kr/oep/lobi/localBidManageDetail.do?P_LOAZ_BID_PBLANC_NO=L2025-00016&P_PBLANC_ODR=1,KOICA-AREA-COST-READINESS-2.0,2026-08-01,24,1,0,1,0,0,0,0
145,2021-2025,2020-00070,L2025-00007-2,L2025-00007,2020-00070::L2025-00007,2025-04-11,도미니카,도미니카,도미니카공화국 몬테 크리스티 직업훈련센터 (MVC) 감리사 선정,용역,DESIGN_OR_SUPERVISION_SERVICE,학교·교육시설,신축,83100.0,,"$ 83,100",936.2,GFA,AUTO_SELECTED_SINGLE_OR_TOTAL,AUTO_HIGH,L2025-00007-2/붙임 1. 입찰 계획서(국문).hwp,문단 82,ㅇ 연면적: 936.2㎡,936.2:GFA;936.2:GFA;840:AMBIGUOUS_AREA;2282.82:SITE_AREA;2282.82:SITE_AREA;840:QUALIFICATION;840:QUALIFICATION;840:QUALIFICATION;840:QUALIFICATION;840:QUALIFICATION;840:QUALIFICATION;840:QUALIFICATION,,SERVICE_OR_GOODS_CEILING,DESIGN_OR_SUPERVISION_SERVICE,NOT_APPLICABLE,,KOICA 입찰 상세페이지,집행한도금액(달러),,SCOPE_REJECTED,SERVICE_FEE_OR_MIXED,NO_MATCH,NO_MATCH,,,NO,X,X,V3_SCOPE_REVIEW,설계·감리·기타 용역 집행한도는 건축공사비가 아님,,0,,,,0,계산 금지,0,0,https://nebid.koica.go.kr/oep/lobi/localBidManageDetail.do?P_LOAZ_BID_PBLANC_NO=L2025-00007&P_PBLANC_ODR=2,KOICA-AREA-COST-READINESS-2.0,2026-08-01,11,0,0,0,0,0,1,0
146,2021-2025,2017-14639,L2025-00025-1,L2025-00025,2017-14639::L2025-00025,2025-04-23,페루,페루,페루 제3 한·페 의료센터 건립사업 리모델링 설계용역 입찰(재공고),용역,DESIGN_OR_SUPERVISION_SERVICE,병원,리모델링·개보수,130000.0,,"$ 130,000",1656.9,GFA,AUTO_SELECTED_SINGLE_OR_TOTAL,AUTO_HIGH,L2025-00025-1/Attach02_(붙임2) 입찰제반서류_공고문/Section 4 - Terms of Reference (TOR)_Peru San Juan Health Center_250303.docx,문단 25,"Gross floor area: 1,656.90 ㎡",1656.9:GFA;1656.9:BUILDING_OR_CONSTRUCTION_AREA;2709.96:SITE_AREA;2709.96:SITE_AREA;2709.96:SITE_AREA;1656.9:SITE_AREA,,SERVICE_OR_GOODS_CEILING,DESIGN_OR_SUPERVISION_SERVICE,NOT_APPLICABLE,,KOICA 입찰 상세페이지,집행한도금액(달러),,SCOPE_REJECTED,SERVICE_FEE_OR_MIXED,NO_MATCH,NO_MATCH,,,NO,X,X,V3_SCOPE_REVIEW,설계·감리·기타 용역 집행한도는 건축공사비가 아님,,0,,,,0,계산 금지,0,0,https://nebid.koica.go.kr/oep/lobi/localBidManageDetail.do?P_LOAZ_BID_PBLANC_NO=L2025-00025&P_PBLANC_ODR=1,KOICA-AREA-COST-READINESS-2.0,2026-08-01,14,0,0,0,0,0,1,1
147,2021-2025,2020-00070,L2025-00010-1,L2025-00010,2020-00070::L2025-00010,2025-04-30,도미니카,도미니카,도미니카공화국 여성 중심 취약계층 사회경제적 역량강화사업 하이나 직업훈련센터 리모델링 설계용역,용역,DESIGN_OR_SUPERVISION_SERVICE,학교·교육시설,리모델링·개보수,89787.0,"\ 123,906,060","$ 89,787 (환율 : 1380)",750.0,GFA,AUTO_SELECTED_SINGLE_OR_TOTAL,AUTO_HIGH,L2025-00010-1/붙임 1. 입찰 계획서_하이나 리모델링_fin.hwp,문단 72,"대지면적 721m2, 연면적 750m2",750:GFA;721:SITE_AREA,,SERVICE_OR_GOODS_CEILING,DESIGN_OR_SUPERVISION_SERVICE,NOT_APPLICABLE,,KOICA 입찰 상세페이지,집행한도금액(달러),,SCOPE_REJECTED,SERVICE_FEE_OR_MIXED,NO_MATCH,NO_MATCH,,,NO,X,X,V3_SCOPE_REVIEW,설계·감리·기타 용역 집행한도는 건축공사비가 아님,,0,,,,0,계산 금지,0,0,https://nebid.koica.go.kr/oep/lobi/localBidManageDetail.do?P_LOAZ_BID_PBLANC_NO=L2025-00010&P_PBLANC_ODR=1,KOICA-AREA-COST-READINESS-2.0,2026-08-01,12,0,0,0,0,0,1,0
148,2021-2025,2013-00064,L2025-00012-2,L2025-00012,2013-00064::L2025-00012,2025-05-09,볼리비아,볼리비아,볼리비아 고원 지역 농업 기계화 및 농민역량 강화를 통한 생산성 증대 사업 퀴노아 연구센터 차칼라 건립 공사 시공사 선정 현지 입찰 재공고,공사,WORKS,농업시설,신축,98954.0,,"$ 98,954",87.22,GFA,SINGLE_OR_TOTAL,MANUAL_CURATED,L2025-00012-2/(붙임1-2) 영문입찰계획서_Q-Lab_Chacala_Bid Data Sheet (BDS)_20250502.docx,표 3 행 7,"총연면적 87.22㎡; 상세페이지 집행한도 USD 98,954; 산출단가 USD 1,135/㎡.",1000:GFA;87.22:GFA;87.22:GFA;87.22:GFA;50:AMBIGUOUS_AREA;868.59:SITE_AREA;868.59:SITE_AREA;868.59:SITE_AREA;1:WORK_ITEM_AREA;1:WORK_ITEM_AREA;0.1:WORK_ITEM_AREA;0.1:WORK_ITEM_AREA,98954.0,NOTICE_EXECUTION_CEILING,BUILDING_WORKS_OR_CURATED_CONSTRUCTION_BUDGET,SEE_SOURCE,소규모 공사의 고정비 영향,L2025-00012-2/(붙임1-2) 영문입찰계획서_Q-Lab_Chacala_Bid Data Sheet (BDS)_20250502.docx,표 3 행 7,"총연면적 87.22㎡; 상세페이지 집행한도 USD 98,954; 산출단가 USD 1,135/㎡.",MANUAL_CURATED,WORKS_CEILING,MATCH,MATCH,1134.5333639073608,,NO,B,B,V3_ORIGINAL_MANUAL,재공고의 동일 차칼라 blank BOQ; 한 표본으로 처리,,1,B,공사 입찰 집행한도,YES,1,현지단가 결합 수량모델,0,1,https://nebid.koica.go.kr/oep/lobi/localBidManageDetail.do?P_LOAZ_BID_PBLANC_NO=L2025-00012&P_PBLANC_ODR=2,KOICA-AREA-COST-READINESS-2.0,2026-08-01,57,6,0,3,0,0,1,1
149,2021-2025,2018-56501,L2025-00016-2,L2025-00016,2018-56501::L2025-00016,2025-05-29,모잠비크,모잠비크,(재공고) 모잠비크 마톨라 산업학교 역량강화사업 사후지원 보수 공사,공사,WORKS,학교·교육시설,리모델링·개보수,230586.0,"\ 338,961,420","$ 230,586 (환율 : 1470)",15500.0,FACILITY_OR_CAMPUS_AREA,SINGLE_OR_TOTAL,MANUAL_CURATED,L2025-00016-2/Section 2 - Bid Data Sheet (eng).docx,표 4 행 8,"대상 캠퍼스 면적 15,500.00㎡; 상세페이지 집행한도 USD 230,586; 산출단가 USD 15/㎡.",15500:GFA;7030:BUILDING_OR_CONSTRUCTION_AREA;5480:BUILDING_OR_CONSTRUCTION_AREA,230586.0,NOTICE_EXECUTION_CEILING,BUILDING_WORKS_OR_CURATED_CONSTRUCTION_BUDGET,SEE_SOURCE,부분 보수 총액으로 신축단가와 비교 불가,L2025-00016-2/Section 2 - Bid Data Sheet (eng).docx,표 4 행 8,"대상 캠퍼스 면적 15,500.00㎡; 상세페이지 집행한도 USD 230,586; 산출단가 USD 15/㎡.",MANUAL_CURATED,WORKS_CEILING,PARTIAL_SCOPE,PARTIAL_SCOPE,14.876516129032257,,NO,C-부분,C,V3_CURATED_AREA_COST_RECHECK,동일/제한 범위 공사금액÷면적 스크리닝 근거,"캠퍼스 GFA 15,500㎡ 대비 공사는 조명·창살·경비실·지붕·화장실 일부 보수",1,C,공사 입찰 집행한도,YES,0,초기 스크리닝만,0,1,https://nebid.koica.go.kr/oep/lobi/localBidManageDetail.do?P_LOAZ_BID_PBLANC_NO=L2025-00016&P_PBLANC_ODR=2,KOICA-AREA-COST-READINESS-2.0,2026-08-01,27,1,0,1,0,0,1,1
